driverId,image_url
229,https://upload.wikimedia.org/wikipedia/commons/f/fa/HaraldErtlZolder1978.jpg
230,https://upload.wikimedia.org/wikipedia/commons/7/75/Vittorio_Brambilla.jpg
231,https://upload.wikimedia.org/wikipedia/commons/1/12/J._Hunt_in_1977_%28cropped%29.jpg
232,https://upload.wikimedia.org/wikipedia/commons/d/da/Arturo_Merzario_Auto_Zuerich_2024_DSC_6348_%28cropped-2%29.jpg
233,https://upload.wikimedia.org/wikipedia/commons/c/cf/HansJoachimStuck2008.jpg
234,https://upload.wikimedia.org/wikipedia/commons/9/9c/Gianfranco_Brancatelli_%281974%29.jpg
235,https://upload.wikimedia.org/wikipedia/commons/1/19/Jacky_Ickx_Portr%C3%A4t_Mille_Miglia_2018.jpg
236,https://static.vecteezy.com/ti/vetor-gratis/p1/6768382-a-formula-um-carro-de-corrida-com-um-piloto-gratis-vetor.jpg
237,https://upload.wikimedia.org/wikipedia/commons/b/b3/Alex_Ribeiro.jpg
238,https://upload.wikimedia.org/wikipedia/commons/e/e2/Peterson_at_1978_Dutch_Grand_Prix.jpg
239,https://upload.wikimedia.org/wikipedia/commons/d/da/SurteesTS19BarryBoor.JPG
